,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
95,183.0,2,583,4.59,2,301,64
96,150.0,30,43,0.34,2,225,4
97,,5,7,0.06,1,0,0
98,,90,7,0.07,33,0,0
99,,1,54,0.54,1,0,0
100,75.0,30,71,0.61,4,365,3
101,110.0,30,122,0.96,3,275,7
102,123.0,4,187,1.48,1,57,38
103,250.0,30,1,0.08,1,180,0
104,450.0,30,13,0.11,1,182,1
105,,180,5,0.04,33,0,0
106,81.0,3,342,2.72,1,0,33
107,70.0,30,18,0.15,33,42,5
108,183.0,2,189,1.51,1,311,28
109,110.0,3,338,2.71,1,148,40
110,80.0,30,143,1.23,1,118,5
111,250.0,30,6,0.05,1,166,1
112,130.0,30,3,0.15,1,365,2
113,150.0,2,357,2.92,1,166,36
114,199.0,1,152,5.5,1,9,69
115,95.0,30,72,0.6,1,318,3
116,395.0,2,88,1.22,1,9,30
117,150.0,2,269,2.2,4,165,14
118,,4,36,0.3,1,0,5
119,83.0,30,5,0.05,33,0,1
120,82.0,90,37,0.3,1,75,1
121,,31,11,0.12,1,0,0
122,100.0,30,0,,1,364,0
123,200.0,31,1,0.01,1,144,0
124,110.0,2,346,2.84,1,78,32
125,130.0,120,2,0.02,1,72,0
126,594.0,5,43,0.47,1,49,5
127,,2,6,0.12,1,0,0
128,125.0,30,253,2.17,1,314,6
129,135.0,30,139,1.16,2,195,5
130,,1,7,0.08,4,0,0
131,110.0,30,95,0.78,3,350,4
132,85.0,31,46,0.39,5,194,2
133,125.0,30,46,0.38,2,343,4
134,75.0,31,35,0.29,5,249,7
135,78.0,2,132,1.12,1,170,17
136,,7,14,0.12,1,0,0
137,200.0,30,135,1.16,1,365,2
138,115.0,180,142,1.2,1,257,0
139,99.0,28,66,0.57,1,80,7
140,180.0,3,40,0.34,1,73,0
141,750.0,7,23,0.21,1,217,3
142,150.0,30,96,0.8,1,0,0
143,219.0,3,94,0.81,1,16,0
144,160.0,3,183,1.55,1,163,3
145,195.0,5,20,0.17,1,67,9
146,133.0,30,1,0.1,1,0,1
147,90.0,30,53,0.46,1,332,1
148,163.0,30,16,0.14,1,365,0
149,199.0,3,46,0.39,1,335,5
150,106.0,30,8,0.07,3,255,2
151,112.0,2,710,6.08,1,112,73
152,,6,22,0.19,1,0,0
153,124.0,1,408,5.54,1,0,62
154,,30,19,0.16,33,0,0
155,94.0,30,13,0.11,1,365,2
156,295.0,30,102,0.88,1,226,5
157,,1,106,0.94,1,0,4
158,124.0,1,21,3.23,1,322,21
159,190.0,3,138,1.83,1,90,23
160,244.0,1,173,1.48,1,171,40
161,168.0,1,215,1.84,1,96,24
162,60.0,30,2,0.1,1,347,0
163,,90,3,0.03,1,0,0
164,241.0,2,458,3.91,1,209,65
165,163.0,30,0,,1,364,0
166,110.0,30,101,0.87,3,248,5
167,117.0,2,403,3.45,1,70,28
168,209.0,30,51,0.45,2,350,2
169,,7,11,0.12,1,0,2
170,98.0,30,5,0.04,33,25,0
171,87.0,30,7,0.12,33,38,0
172,,30,8,0.07,1,0,2
173,,3,2,0.02,1,0,0
174,,32,0,,33,0,0
175,,4,1,0.01,1,0,0
176,425.0,2,20,0.18,1,10,2
177,115.0,30,3,0.06,1,272,2
178,,31,5,0.05,33,0,0
179,139.0,3,123,1.08,2,14,18
180,200.0,30,76,0.66,1,0,0
181,50.0,7,46,0.4,2,29,5
182,110.0,1,210,8.04,1,0,102
183,80.0,2,199,1.72,1,0,8
184,,2,0,,1,0,0
185,188.0,1,64,0.62,2,9,15
186,400.0,30,24,0.21,1,179,0
187,40.0,30,50,0.44,2,89,3
188,95.0,30,1,0.4,1,270,1
189,120.0,30,54,0.47,1,354,3
190,,30,6,0.06,33,0,1
191,93.0,30,3,0.11,33,16,0
192,,3,146,1.27,1,0,20
193,73.0,30,2,0.03,33,42,0
194,,7,5,0.04,1,0,0
195,,60,1,0.01,33,0,0
196,385.0,30,4,0.04,41,365,2
197,84.0,30,96,0.84,1,152,7
198,108.0,2,19,2.95,1,0,19
199,275.0,2,116,1.01,1,269,16
200,681.0,4,7,0.06,1,41,2
201,,3,8,0.07,1,0,0
202,125.0,30,103,0.9,1,316,3
203,234.0,7,18,0.18,1,55,4
204,,4,4,0.04,1,0,0
205,394.0,1,125,1.28,3,263,35
206,90.0,30,29,0.26,5,240,7
207,126.0,3,100,0.88,1,89,5
208,95.0,2,449,3.95,1,0,42
209,150.0,1,249,2.18,1,0,49
210,452.0,30,12,0.1,5,365,0
211,414.0,1,201,1.94,2,0,131
212,130.0,2,711,6.21,1,226,74
213,137.0,30,24,0.21,5,270,1
214,380.0,90,0,,1,362,0
215,121.0,2,344,3.01,1,0,51
216,,3,96,1.0,1,0,0
217,185.0,2,202,1.78,1,273,34
218,,7,32,0.28,1,0,0
219,199.0,4,64,0.56,1,0,0
220,88.0,30,3,0.05,33,13,1
221,85.0,3,765,6.77,1,72,57
222,95.0,1,650,5.72,1,37,59
223,141.0,30,201,1.77,1,71,9
224,104.0,3,467,4.12,1,279,55
225,155.0,4,74,0.71,2,40,6
226,395.0,30,0,,1,144,0
227,98.0,30,212,1.9,1,0,0
228,80.0,30,12,0.11,33,37,1
229,321.0,2,251,2.23,1,220,45
230,120.0,30,106,0.96,1,364,1
231,138.0,5,109,1.01,3,360,17
232,542.0,1,0,,1,361,0
233,169.0,30,18,0.17,13,364,0
234,229.0,3,121,1.17,1,356,8
235,153.0,2,35,0.31,5,365,6
236,,2,61,0.55,1,0,46
237,123.0,30,63,0.57,1,346,0
238,148.0,2,450,4.69,1,0,69
239,132.0,2,70,3.0,1,76,38
240,200.0,182,21,0.19,2,365,0
241,,3,340,3.07,1,0,0
242,,5,38,0.42,1,0,0
243,55.0,4,306,2.76,2,0,23
244,,5,12,0.12,1,0,0
245,140.0,28,31,0.32,1,0,0
246,675.0,2,28,0.27,1,88,17
247,543.0,4,42,0.38,1,6,2
248,155.0,30,117,1.06,1,161,6
249,115.0,30,0,,1,70,0
250,,3,12,0.11,2,0,1
251,156.0,2,314,2.96,1,0,51
252,225.0,30,73,0.68,2,364,0
253,79.0,5,237,2.21,2,71,21
254,100.0,35,15,0.15,1,7,0
255,110.0,30,9,0.08,1,144,0
256,125.0,4,187,2.0,1,250,27
257,250.0,31,82,0.78,1,133,0
258,,6,3,0.03,1,0,0
259,65.0,31,5,0.05,5,50,0
260,65.0,31,2,0.02,5,134,0
261,150.0,31,12,0.16,5,135,2
262,363.0,4,171,2.01,1,181,46
263,85.0,30,156,1.45,1,163,3
264,250.0,30,18,0.18,8,181,2
265,100.0,5,67,0.64,2,254,13
266,102.0,3,516,4.84,1,142,59
267,425.0,12,20,0.19,1,49,1
268,185.0,2,20,0.19,2,349,5
269,95.0,3,143,1.38,2,156,20
270,81.0,30,58,0.72,3,0,9
271,411.0,4,134,1.26,1,251,6
272,,2,73,0.8,1,0,0
273,75.0,1,27,3.16,4,364,27
274,88.0,1,40,4.6,4,351,40
275,200.0,30,17,0.17,8,59,3
276,307.0,2,6,0.06,1,0,5
277,,2,92,0.87,1,0,0
278,85.0,30,10,0.1,3,254,4
279,157.0,2,301,4.28,2,327,50
280,,2,50,0.48,1,0,0
281,125.0,31,6,0.06,2,179,4
282,165.0,30,72,0.67,12,317,2
283,118.0,30,166,1.55,3,251,5
284,,10,10,0.11,1,0,0
285,119.0,2,948,8.92,1,0,102
286,225.0,30,37,0.36,1,251,0
287,149.0,7,92,1.15,2,169,5
288,129.0,30,38,0.38,1,142,7
289,213.0,2,293,2.76,1,158,37
290,207.0,3,240,2.27,1,0,45
291,114.0,30,63,0.6,1,364,2
292,135.0,1,416,4.04,1,0,66
293,249.0,21,83,1.04,1,54,0
294,139.0,360,28,0.26,1,137,0
295,177.0,5,116,1.11,3,356,21
296,,4,38,0.36,1,0,0
297,,85,1,0.01,1,0,0
298,,30,8,0.1,33,0,2
299,108.0,3,341,4.35,1,45,54
300,120.0,30,26,0.25,1,259,1
301,144.0,2,398,3.91,1,155,47
302,175.0,30,3,0.15,8,164,2
303,250.0,270,0,,1,0,0
304,764.0,4,19,0.18,1,162,0
305,1118.0,3,38,0.37,1,151,3
306,,14,27,0.27,3,0,0
307,299.0,30,135,1.43,2,303,11
308,200.0,3,192,2.13,1,226,21
309,,30,5,0.05,1,0,0
310,52.0,5,80,0.77,2,10,14
311,,60,14,0.14,1,0,0
312,350.0,30,37,0.38,1,252,0
313,607.0,3,79,0.77,1,323,15
314,140.0,30,87,0.84,1,365,6
315,,1,29,0.28,2,0,0
316,,5,5,0.05,1,0,0
317,,14,9,0.09,1,0,1
318,156.0,30,171,1.66,1,364,0
319,150.0,30,17,0.16,5,90,3
320,250.0,30,63,0.61,2,359,2
321,325.0,30,277,2.66,1,83,4
322,214.0,2,4,0.04,1,306,3
323,,30,4,0.04,1,0,0
324,149.0,75,7,0.09,1,104,0
325,,3,15,0.15,2,0,4
326,,30,43,0.41,1,0,0
327,475.0,5,59,0.57,1,314,1
328,141.0,5,125,1.41,1,170,36
329,68.0,30,62,0.6,3,53,3
330,,30,24,0.23,1,0,0
331,146.0,2,345,3.36,1,16,41
332,63.0,30,258,2.74,2,69,6
333,120.0,4,53,1.01,2,40,15
334,126.0,14,248,2.4,1,132,12
335,61.0,30,344,3.32,2,62,3
336,128.0,3,325,3.16,1,150,36
337,250.0,399,0,,1,365,0
338,,4,32,0.31,1,0,3
339,131.0,3,154,1.49,1,355,28
340,107.0,90,127,1.24,1,299,24
341,,2,141,1.48,1,0,8
342,120.0,10,19,0.18,2,89,1
343,134.0,30,160,1.55,1,345,21
344,191.0,10,44,0.43,1,28,0
345,,3,29,0.28,1,0,5
346,407.0,30,16,0.16,1,89,0
347,102.0,1,455,4.42,1,0,90
348,200.0,30,21,0.21,1,24,0
349,,30,12,0.13,1,0,0
350,220.0,30,67,0.65,2,286,6
351,100.0,30,78,0.76,1,292,4
352,147.0,1,411,4.03,1,48,33
353,,30,24,0.23,1,0,0
354,283.0,7,10,0.13,2,154,1
355,129.0,1,47,2.41,1,60,26
356,125.0,2,147,1.87,1,172,45
357,105.0,2,183,2.03,1,29,24
358,189.0,2,80,0.78,1,363,2
359,250.0,30,3,0.03,1,88,0
360,400.0,1,66,0.72,5,359,9
361,213.0,30,64,0.64,1,304,6
362,222.0,3,4,1.48,1,1,4
363,360.0,3,176,3.03,1,100,41
364,98.0,29,230,2.25,1,213,6
365,118.0,1,85,0.84,3,119,9
366,128.0,1,110,1.08,3,180,22
367,130.0,1,66,0.73,1,24,4
368,161.0,3,66,0.65,1,347,14
369,204.0,30,147,1.44,2,173,0
370,71.0,30,101,0.99,1,65,0
371,130.0,2,780,7.72,1,335,85
372,,3,15,0.15,1,0,0
373,92.0,2,148,1.46,1,0,37
374,206.0,1,216,2.13,2,187,21
375,,2,7,0.1,1,0,0
376,,1,459,4.53,1,0,56
377,,2,0,,1,0,0
378,,30,2,0.02,1,0,0
379,80.0,3,7,0.23,2,80,6
380,42.0,31,57,0.58,6,151,4
381,196.0,3,214,2.12,1,10,31
382,89.0,2,96,1.35,2,15,30
383,40.0,30,59,0.59,6,100,3
384,,4,5,0.06,1,0,0
385,210.0,30,133,1.4,3,63,4
386,41.0,31,66,0.66,6,0,2
387,53.0,31,60,0.63,6,199,4
388,56.0,31,54,0.54,6,260,3
389,43.0,31,37,0.37,6,193,1
390,152.0,31,101,1.02,6,1,0
391,202.0,1,41,5.54,1,161,41
392,195.0,60,3,0.05,3,363,0
393,229.0,5,60,0.6,1,292,12
394,,90,15,0.16,1,0,0
395,160.0,30,34,0.35,1,305,4
396,,4,9,0.09,2,0,0
397,150.0,30,34,0.35,8,313,3
398,85.0,1,212,2.1,2,195,32
399,,3,119,1.18,1,0,0
400,,30,0,,1,0,0
401,176.0,2,128,1.27,1,89,17
402,398.0,6,6,0.06,1,11,0
403,800.0,30,19,0.19,1,365,0
404,179.0,30,34,0.37,1,164,5
405,275.0,30,1,0.15,2,18,1
406,,3,4,0.06,1,0,0
407,230.0,90,1,0.01,2,134,0
408,120.0,2,336,3.39,1,105,62
409,180.0,60,61,0.61,1,0,0
410,300.0,30,0,,1,358,0
411,126.0,2,465,4.88,1,0,87
412,195.0,30,99,1.0,1,57,3
413,,4,5,0.05,1,0,0
414,170.0,4,123,2.23,1,67,35
415,135.0,7,99,1.07,1,295,14
416,,90,27,0.27,1,0,0
417,125.0,3,116,1.21,1,123,16
418,,6,5,0.05,1,0,0
419,95.0,3,276,3.03,2,89,41
420,292.0,30,33,0.35,1,365,0
421,120.0,5,168,1.71,2,0,33
422,80.0,4,146,1.55,1,72,23
423,,3,3,0.05,1,0,0
424,65.0,6,124,1.25,1,175,19
425,272.0,30,24,0.25,1,102,1
426,150.0,3,320,3.3,1,174,39
427,75.0,30,40,0.4,1,1,0
428,90.0,5,117,1.19,1,168,3
429,195.0,30,62,0.64,1,89,0
430,92.0,90,14,0.16,1,111,2
431,,30,21,0.23,1,0,0
432,144.0,30,183,1.87,1,52,4
433,68.0,186,0,,2,359,0
434,155.0,30,42,0.46,12,124,4
435,,4,2,0.03,1,0,0
436,,2,29,0.34,1,0,0
437,93.0,90,24,0.26,4,161,0
438,,3,318,3.22,1,0,0
439,220.0,3,9,0.13,3,175,2
440,,4,8,0.09,1,0,0
441,,30,7,0.11,1,0,0
442,120.0,2,10,0.65,1,360,6
443,,90,4,0.04,1,0,0
444,101.0,30,105,1.1,4,118,0
445,190.0,3,83,0.86,1,6,6
446,,3,39,0.41,1,0,0
447,275.0,180,47,0.49,7,348,4
448,199.0,1,101,1.09,1,180,23
449,116.0,2,27,3.91,1,0,27
450,130.0,30,207,2.13,1,82,4
451,,90,27,0.28,4,0,1
452,98.0,30,10,0.68,1,44,8
453,,4,4,0.04,1,0,3
454,285.0,2,16,0.5,3,263,7
455,137.0,1,179,1.85,6,161,19
456,200.0,30,17,0.18,1,71,11
457,200.0,7,30,0.33,1,30,16
458,,2,41,0.46,1,0,0
459,,2,31,0.33,1,0,2
460,77.0,30,42,0.45,2,222,4
461,129.0,2,269,2.82,1,0,41
462,,1,309,3.38,1,0,53
463,254.0,30,66,0.71,2,264,2
464,,3,3,0.04,1,0,0
465,174.0,3,172,1.83,2,55,34
466,151.0,1,55,0.58,5,0,0
467,170.0,2,175,1.85,1,0,52
468,,32,41,0.44,1,0,0
469,119.0,28,170,1.79,1,256,2
470,150.0,365,31,0.33,1,365,0
471,99.0,2,7,2.56,1,175,7
472,,30,75,0.79,2,0,0
473,34.0,30,50,0.56,3,90,7
474,238.0,5,132,1.41,3,321,15
475,375.0,3,24,0.27,1,85,6
476,276.0,2,141,1.54,1,141,11
477,299.0,5,183,1.96,1,351,13
478,,30,53,0.56,1,0,0
479,180.0,5,157,1.68,1,290,17
480,104.0,3,207,2.26,1,185,45
481,60.0,30,12,0.13,3,160,2
482,46.0,30,9,0.11,3,106,1
483,350.0,2,24,0.26,1,49,2
484,600.0,3,154,1.69,1,272,25
485,165.0,30,153,1.62,1,52,27
486,45.0,30,9,0.1,3,34,2
487,195.0,30,0,,1,345,0
488,165.0,3,173,2.51,1,3,37
489,210.0,2,173,1.84,1,261,27
490,100.0,90,44,0.49,1,273,3
491,76.0,1,191,2.06,1,65,0
492,145.0,1,20,3.97,4,58,20
493,135.0,4,223,2.43,4,245,37
494,71.0,1,18,1.15,6,323,6
495,,5,59,0.63,1,0,2
496,249.0,30,16,0.17,1,352,2
497,,2,112,1.21,1,0,0
498,151.0,1,59,0.68,5,0,0
499,150.0,1,63,0.85,5,0,0
500,171.0,4,97,1.04,1,7,29
501,185.0,30,41,0.44,13,298,4
502,253.0,30,13,0.14,1,254,4
503,110.0,30,52,0.56,4,41,0
504,350.0,30,5,0.06,2,364,1
505,141.0,1,110,8.31,1,254,108
506,275.0,7,22,0.24,1,339,2
507,140.0,2,210,3.29,1,66,50
508,180.0,2,215,2.31,1,0,41
509,300.0,30,0,,1,179,0
510,,30,14,0.17,1,0,0
511,3500.0,2,62,0.68,1,262,9
512,,2,99,1.06,2,0,5
513,150.0,30,37,0.41,8,197,4
514,650.0,3,0,,1,11,0
515,425.0,5,99,1.07,1,117,10
516,,1,13,0.24,1,0,0
517,65.0,2,93,1.02,2,102,0
518,240.0,3,14,0.73,1,8,8
519,109.0,7,71,0.94,1,0,13
520,,30,4,0.04,1,0,0
521,,30,0,,1,0,0
522,118.0,2,80,0.87,2,69,18
523,,2,9,0.1,1,0,0
524,,5,33,0.36,2,0,3
525,151.0,2,229,2.51,1,230,35
526,120.0,180,10,0.11,1,218,0
527,143.0,1,412,4.54,1,0,53
528,190.0,30,75,0.81,1,191,0
529,195.0,30,68,0.74,1,100,0
530,,30,0,,1,0,0
531,115.0,5,58,0.65,2,365,23
532,,2,52,0.57,1,0,0
533,239.0,3,120,1.31,1,324,21
534,114.0,30,79,0.87,3,174,4
535,251.0,2,269,2.95,1,248,40
536,,4,13,0.14,1,0,0
537,95.0,3,53,0.59,1,364,8
538,,30,2,0.03,1,0,0
539,,30,0,,1,0,0
540,,3,41,0.45,1,0,0
541,155.0,30,25,0.29,12,281,3
542,199.0,30,15,0.16,7,274,3
543,109.0,2,25,0.27,2,89,9
544,,30,27,0.29,1,0,0
545,72.0,30,124,1.38,4,140,3
546,90.0,2,306,3.39,1,0,61
547,138.0,30,27,0.3,1,262,1
548,199.0,2,376,4.12,1,0,65
549,,1,4,0.04,2,0,0
550,138.0,2,199,2.39,1,26,17
551,,7,2,0.02,1,0,0
552,150.0,4,137,1.53,4,90,19
553,36.0,30,38,0.42,3,107,5
554,78.0,1,352,3.86,2,266,73
555,549.0,2,20,0.37,1,4,19
556,266.0,2,333,3.65,2,351,20
557,99.0,30,136,1.49,1,174,5
558,150.0,30,1,1.0,1,270,1
559,140.0,2,58,2.63,1,125,36
560,145.0,30,65,0.72,1,153,6
561,,100,11,0.12,1,0,0
562,129.0,3,512,5.69,1,0,36
563,300.0,90,5,0.06,2,359,0
564,493.0,2,46,1.29,1,55,32
565,500.0,2,12,0.13,1,25,6
566,280.0,1,95,1.05,1,107,16
567,98.0,1,129,1.44,3,316,16
568,115.0,1,49,0.77,1,54,14
569,90.0,1,453,4.99,1,59,49
570,115.0,30,71,0.79,3,285,7
571,235.0,30,3,0.04,1,29,0
572,121.0,90,60,0.66,3,99,1
573,280.0,90,16,0.18,5,103,0
574,168.0,3,4,0.04,1,0,0
575,,30,10,0.11,1,0,0
576,180.0,2,320,3.54,2,109,30
577,200.0,30,18,0.21,8,219,3
578,82.0,2,274,3.03,1,0,44
579,471.0,3,16,0.18,1,2,3
580,,28,40,0.53,1,0,21
581,171.0,3,22,0.24,1,19,6
582,170.0,1,30,3.21,1,64,30
583,176.0,30,18,0.27,2,334,1
584,142.0,30,176,1.97,1,179,0
585,,2,30,0.35,1,0,0
586,217.0,180,67,0.76,2,44,0
587,199.0,30,15,0.17,1,282,2
588,136.0,2,103,1.14,1,5,0
589,134.0,3,120,1.33,2,27,18
590,300.0,3,53,0.59,1,177,4
591,140.0,30,1,0.01,1,347,0
592,100.0,1,60,0.67,3,269,0
593,90.0,30,45,0.5,3,128,0
594,250.0,4,66,0.74,2,311,0
595,,90,1,0.01,1,0,0
596,120.0,1,138,1.54,1,353,23
597,135.0,5,121,1.35,1,51,7
598,120.0,30,3,0.03,1,73,0
599,160.0,10,24,0.27,1,353,5
600,180.0,30,16,0.18,2,131,1
601,56.0,3,105,1.17,4,6,2
602,145.0,3,245,2.73,1,1,41
603,54.0,2,91,1.01,4,49,11
604,65.0,31,12,0.14,1,161,0
605,200.0,90,9,0.1,1,254,3
606,211.0,1,6,0.07,1,363,0
607,110.0,3,99,1.11,1,0,26
608,69.0,1,101,1.13,4,0,44
609,,3,127,1.44,1,0,0
610,110.0,3,263,2.94,1,40,27
611,56.0,30,81,0.91,4,253,0
612,61.0,1,279,3.15,3,329,43
613,58.0,2,186,2.08,1,134,46
614,,4,38,0.47,1,0,0
615,125.0,1,6,0.61,1,365,6
616,332.0,3,65,0.73,1,49,21
617,150.0,30,91,1.03,4,262,6
618,,2,121,1.36,1,0,10
619,104.0,4,112,1.27,2,39,16
620,,4,12,0.15,1,0,0
621,166.0,30,247,2.77,1,139,27
622,,30,171,1.92,3,0,0
623,115.0,4,76,0.86,1,14,12
624,80.0,2,420,4.74,1,45,71
625,114.0,2,71,4.19,1,0,61
626,67.0,30,31,0.37,1,55,1
627,60.0,30,102,1.15,4,247,8
628,213.0,3,126,1.43,1,273,35
629,55.0,30,65,0.73,4,254,0
630,149.0,30,12,0.22,5,179,0
631,85.0,31,30,0.34,1,0,0
632,325.0,3,18,0.22,1,107,3
633,106.0,30,22,0.25,1,40,3
634,160.0,30,27,0.31,12,325,0
635,300.0,2,109,1.95,1,21,17
636,62.0,1,607,7.99,1,4,119
637,190.0,1,255,2.95,1,202,52
638,115.0,30,9,0.1,1,9,4
639,110.0,2,272,3.08,1,58,15
640,310.0,30,11,0.13,1,178,0
641,69.0,1,120,1.36,3,0,25
642,51.0,30,100,1.13,3,291,3
643,875.0,28,0,,1,194,0
644,199.0,90,6,0.07,1,89,0
645,189.0,30,12,0.14,1,0,0
646,64.0,1,292,3.31,3,301,14
647,,1,214,2.42,1,0,0
648,110.0,4,271,3.09,1,82,22
649,100.0,30,47,0.53,1,237,1
650,,2,35,0.4,1,0,0
651,256.0,3,118,1.5,1,0,25
652,115.0,4,171,1.95,1,63,35
653,99.0,2,294,3.35,1,0,51
654,123.0,30,12,0.14,7,345,1
655,142.0,2,87,0.99,1,362,19
656,150.0,30,110,1.25,4,172,2
657,,3,52,0.77,1,0,0
658,121.0,30,6,0.08,1,104,1
659,69.0,30,62,0.7,3,315,4
660,65.0,7,108,1.23,2,13,1
661,,90,4,0.05,33,0,0
662,99.0,30,56,0.67,1,0,0
663,104.0,3,375,4.28,1,48,64
664,,30,3,0.03,1,0,0
665,117.0,30,34,0.39,1,177,3
666,,2,98,1.12,1,0,0
667,500.0,30,14,0.16,1,304,0
668,125.0,80,2,0.02,1,89,0
669,90.0,30,0,,2,150,0
670,160.0,30,17,0.2,12,311,1
671,99.0,1,0,,1,0,0
672,151.0,30,63,0.76,2,345,11
673,293.0,1,2,1.13,1,109,2
674,71.0,30,45,0.54,2,364,1
675,240.0,1,177,2.03,1,349,20
676,499.0,30,28,0.33,1,364,0
677,80.0,30,34,0.41,2,194,2
678,141.0,1,64,0.74,5,0,0
679,,3,112,1.35,1,0,8
680,139.0,90,61,0.71,3,218,4
681,269.0,30,46,0.53,1,11,3
682,129.0,1,110,5.3,1,109,65
683,98.0,1,68,0.8,1,74,21
684,140.0,2,63,1.15,1,13,15
685,200.0,2,301,3.53,1,0,46
686,,1,186,2.14,1,0,0
687,150.0,30,27,0.32,1,195,2
688,72.0,31,1,0.01,1,194,0
689,248.0,1,144,1.7,1,0,21
690,950.0,5,78,0.9,1,149,18
691,160.0,2,36,0.59,2,90,10
692,200.0,30,16,0.21,1,134,2
693,350.0,5,81,0.97,1,259,16
694,,3,71,0.83,1,0,0
695,,30,0,,1,0,0
696,150.0,1,389,4.6,1,121,56
697,99.0,2,181,2.21,1,76,31
698,135.0,2,67,0.78,1,3,17
699,89.0,1,78,0.92,2,361,5
700,144.0,3,189,2.21,1,2,18
701,230.0,3,8,2.0,1,33,8
702,95.0,30,25,0.29,2,169,0
703,,1,2,0.03,4,0,0
704,350.0,30,51,0.62,1,297,5
705,94.0,30,103,1.21,2,221,4
706,153.0,2,148,1.77,1,140,27
707,1200.0,2,59,0.73,1,0,0
708,125.0,30,11,0.18,1,242,2
709,75.0,3,118,1.43,1,24,2
710,,2,12,0.17,1,0,0
711,125.0,1,494,5.8,1,18,75
712,231.0,30,0,,1,365,0
713,,2,201,2.39,1,0,8
714,100.0,30,148,1.82,1,22,6
715,147.0,30,13,0.2,5,265,2
716,100.0,50,4,0.78,1,60,4
717,,4,5,0.07,1,0,0
718,150.0,3,270,3.23,1,56,40
719,649.0,5,7,0.09,1,36,0
720,250.0,75,8,0.1,4,9,2
721,,31,70,0.86,1,0,0
722,,2,147,1.77,1,0,12
723,95.0,30,26,0.31,1,12,0
724,199.0,3,44,0.57,1,267,2
725,105.0,1,274,3.33,1,161,45
726,85.0,3,197,2.36,1,9,27
727,650.0,7,8,0.1,2,341,1
728,184.0,1,78,7.72,1,85,78
729,131.0,1,606,7.37,1,0,124
730,330.0,7,103,1.26,1,169,9
731,400.0,30,1,0.22,3,323,1
732,149.0,60,112,1.37,1,126,8
733,69.0,2,248,3.08,2,25,45
734,100.0,2,67,0.85,2,22,18
735,174.0,1,491,5.92,1,320,66
736,172.0,3,82,1.0,1,322,6
737,190.0,3,52,0.63,1,0,8
738,220.0,30,60,0.72,2,14,2
739,,2,66,0.81,1,0,0
740,151.0,3,2,1.09,1,39,2
741,169.0,30,211,2.59,1,313,16
742,60.0,1,3,0.2,1,280,0
743,278.0,1,318,3.94,1,172,67
744,120.0,3,27,0.33,1,13,0
745,150.0,31,6,0.09,1,88,0
746,186.0,3,106,1.34,1,165,29
747,500.0,30,49,0.6,2,42,2
748,120.0,3,34,0.43,1,0,0
749,668.0,31,0,,1,359,0
750,91.0,2,217,2.69,1,176,40
751,229.0,3,62,0.82,1,141,16
752,149.0,4,250,3.06,1,300,53
753,160.0,30,62,0.76,13,327,4
754,110.0,30,50,0.62,1,170,3
755,117.0,2,203,2.48,1,148,37
756,140.0,30,37,0.48,1,151,3
757,135.0,30,38,0.49,1,167,4
758,,3,40,0.49,1,0,0
759,,30,31,0.39,1,0,1
760,429.0,1,232,2.84,3,350,40
761,150.0,30,48,0.61,1,246,6
762,147.0,2,304,3.77,1,65,57
763,136.0,1,74,0.92,2,1,13
764,,2,3,0.04,1,0,0
765,135.0,30,10,0.53,1,215,0
766,145.0,30,23,0.29,12,324,6
767,,2,27,0.34,1,0,0
768,,30,90,1.11,2,0,0
769,118.0,4,149,1.84,1,330,20
770,150.0,28,6,0.1,1,83,0
771,61.0,1,117,1.78,2,85,26
772,288.0,90,96,1.21,1,338,1
773,158.0,30,54,0.68,2,31,6
774,115.0,30,42,0.52,1,346,0
775,53.0,30,7,0.1,2,334,0
776,314.0,3,48,0.73,1,104,17
777,100.0,31,7,0.13,2,365,0
778,260.0,1,70,0.87,1,11,16
779,42.0,30,21,0.26,6,51,0
780,78.0,2,204,3.1,1,253,42
781,,3,85,1.06,1,0,0
782,75.0,30,71,0.88,2,57,5
783,,30,34,0.42,1,0,0
784,458.0,1,161,2.02,1,191,0
785,,30,47,0.59,1,0,0
786,150.0,5,2,0.94,1,19,2
787,500.0,2,189,2.39,2,291,31
788,99.0,1,335,4.17,1,7,40
789,130.0,30,8,0.1,12,104,0
790,70.0,2,100,1.24,1,109,24
791,130.0,30,15,0.19,1,363,0
792,87.0,2,143,1.79,2,0,26
793,89.0,30,22,0.27,1,0,2
794,265.0,30,12,0.15,1,334,2
795,77.0,30,40,0.5,4,86,6
796,325.0,2,449,5.58,1,140,63
797,128.0,2,278,3.46,2,258,47
798,,6,6,0.08,1,0,0
799,,1,54,0.67,1,0,0
800,,1,3,0.04,4,0,0
801,375.0,3,53,0.68,1,360,10
802,,90,64,0.92,1,0,0
803,67.0,30,9,0.11,1,334,0
804,,30,17,0.22,6,0,3
805,88.0,30,36,0.45,3,274,4
806,126.0,5,110,1.4,1,229,19
807,,30,27,0.34,1,0,0
808,101.0,30,139,1.76,2,274,25
809,200.0,2,62,0.78,5,279,10
810,130.0,17,41,0.52,1,72,6
811,256.0,30,61,0.77,5,225,8
812,249.0,30,67,0.85,5,180,8
813,,1,46,0.58,1,0,20
814,,14,11,0.14,1,0,0
815,103.0,2,138,1.74,1,112,20
816,146.0,30,102,1.31,1,335,2
817,154.0,30,12,0.18,1,87,2
